r,l,f,y,Demand
"Atlantis_00A","ID","BM_Distribution",2024,0
"Atlantis_00A","ID","BM_Distribution",2025,0
"Atlantis_00A","ID","BM_Distribution",2026,0
"Atlantis_00A","ID","BM_Distribution",2027,0
"Atlantis_00A","ID","BM_Distribution",2028,0
"Atlantis_00A","ID","BM_Distribution",2029,0
"Atlantis_00A","ID","BM_Distribution",2030,0
"Atlantis_00A","ID","BM_Distribution",2031,0
"Atlantis_00A","ID","BM_Distribution",2032,0
"Atlantis_00A","ID","BM_Distribution",2033,0
"Atlantis_00A","ID","BM_Distribution",2034,0
"Atlantis_00A","ID","BM_Distribution",2035,0
"Atlantis_00A","ID","BM_Distribution",2036,0
"Atlantis_00A","ID","BM_Distribution",2037,0
"Atlantis_00A","ID","BM_Distribution",2038,0
"Atlantis_00A","ID","BM_Distribution",2039,0
"Atlantis_00A","ID","BM_Distribution",2040,0
"Atlantis_00A","ID","BM_Distribution",2041,0
"Atlantis_00A","ID","BM_Distribution",2042,0
"Atlantis_00A","ID","BM_Distribution",2043,0
"Atlantis_00A","ID","BM_Distribution",2044,0
"Atlantis_00A","ID","BM_Distribution",2045,0
"Atlantis_00A","ID","BM_Distribution",2046,0
"Atlantis_00A","ID","BM_Distribution",2047,0
"Atlantis_00A","ID","BM_Distribution",2048,0
"Atlantis_00A","ID","BM_Distribution",2049,0
"Atlantis_00A","ID","BM_Distribution",2050,0
"Atlantis_00A","ID","BM_Distribution",2051,0
"Atlantis_00A","ID","BM_Distribution",2052,0
"Atlantis_00A","ID","BM_Distribution",2053,0
"Atlantis_00A","ID","BM_Distribution",2054,0
"Atlantis_00A","ID","BM_Distribution",2055,0
"Atlantis_00A","ID","BM_Industry",2014,0
"Atlantis_00A","ID","BM_Industry",2015,0
"Atlantis_00A","ID","BM_Industry",2016,0
"Atlantis_00A","ID","BM_Industry",2017,0
"Atlantis_00A","ID","BM_Industry",2018,0
"Atlantis_00A","ID","BM_Industry",2019,0
"Atlantis_00A","ID","BM_Industry",2020,0
"Atlantis_00A","ID","BM_Industry",2021,0
"Atlantis_00A","ID","BM_Industry",2022,0
"Atlantis_00A","ID","BM_Industry",2023,0
"Atlantis_00A","ID","BM_Industry",2024,0
"Atlantis_00A","ID","BM_Industry",2025,0
"Atlantis_00A","ID","BM_Industry",2026,0
"Atlantis_00A","ID","BM_Industry",2027,0
"Atlantis_00A","ID","BM_Industry",2028,0
"Atlantis_00A","ID","BM_Industry",2029,0
"Atlantis_00A","ID","BM_Industry",2030,0
"Atlantis_00A","ID","BM_Industry",2031,0
"Atlantis_00A","ID","BM_Industry",2032,0
"Atlantis_00A","ID","BM_Industry",2033,0
"Atlantis_00A","ID","BM_Industry",2034,0
"Atlantis_00A","ID","BM_Industry",2035,0
"Atlantis_00A","ID","BM_Industry",2036,0
"Atlantis_00A","ID","BM_Industry",2037,0
"Atlantis_00A","ID","BM_Industry",2038,0
"Atlantis_00A","ID","BM_Industry",2039,0
"Atlantis_00A","ID","BM_Industry",2040,0
"Atlantis_00A","ID","BM_Industry",2041,0
"Atlantis_00A","ID","BM_Industry",2042,0
"Atlantis_00A","ID","BM_Industry",2043,0
"Atlantis_00A","ID","BM_Industry",2044,0
"Atlantis_00A","ID","BM_Industry",2045,0
"Atlantis_00A","ID","BM_Industry",2046,0
"Atlantis_00A","ID","BM_Industry",2047,0
"Atlantis_00A","ID","BM_Industry",2048,0
"Atlantis_00A","ID","BM_Industry",2049,0
"Atlantis_00A","ID","BM_Industry",2050,0
"Atlantis_00A","ID","BM_Industry",2051,0
"Atlantis_00A","ID","BM_Industry",2052,0
"Atlantis_00A","ID","BM_Industry",2053,0
"Atlantis_00A","ID","BM_Industry",2054,0
"Atlantis_00A","ID","BM_Industry",2055,0
"Atlantis_00A","ID","BM_Residential",2014,0
"Atlantis_00A","ID","BM_Residential",2015,0
"Atlantis_00A","ID","BM_Residential",2016,0
"Atlantis_00A","ID","BM_Residential",2017,0
"Atlantis_00A","ID","BM_Residential",2018,0
"Atlantis_00A","ID","BM_Residential",2019,0
"Atlantis_00A","ID","BM_Residential",2020,0
"Atlantis_00A","ID","BM_Residential",2021,0
"Atlantis_00A","ID","BM_Residential",2022,0
"Atlantis_00A","ID","BM_Residential",2023,0
"Atlantis_00A","ID","BM_Residential",2024,0
"Atlantis_00A","ID","BM_Residential",2025,0
"Atlantis_00A","ID","BM_Residential",2026,0
"Atlantis_00A","ID","BM_Residential",2027,0
"Atlantis_00A","ID","BM_Residential",2028,0
"Atlantis_00A","ID","BM_Residential",2029,0
"Atlantis_00A","ID","BM_Residential",2030,0
"Atlantis_00A","ID","BM_Residential",2031,0
"Atlantis_00A","ID","BM_Residential",2032,0
"Atlantis_00A","ID","BM_Residential",2033,0
"Atlantis_00A","ID","BM_Residential",2034,0
"Atlantis_00A","ID","BM_Residential",2035,0
"Atlantis_00A","ID","BM_Residential",2036,0
"Atlantis_00A","ID","BM_Residential",2037,0
"Atlantis_00A","ID","BM_Residential",2038,0
"Atlantis_00A","ID","BM_Residential",2039,0
"Atlantis_00A","ID","BM_Residential",2040,0
"Atlantis_00A","ID","BM_Residential",2041,0
"Atlantis_00A","ID","BM_Residential",2042,0
"Atlantis_00A","ID","BM_Residential",2043,0
"Atlantis_00A","ID","BM_Residential",2044,0
"Atlantis_00A","ID","BM_Residential",2045,0
"Atlantis_00A","ID","BM_Residential",2046,0
"Atlantis_00A","ID","BM_Residential",2047,0
"Atlantis_00A","ID","BM_Residential",2048,0
"Atlantis_00A","ID","BM_Residential",2049,0
"Atlantis_00A","ID","BM_Residential",2050,0
"Atlantis_00A","ID","BM_Residential",2051,0
"Atlantis_00A","ID","BM_Residential",2052,0
"Atlantis_00A","ID","BM_Residential",2053,0
"Atlantis_00A","ID","BM_Residential",2054,0
"Atlantis_00A","ID","BM_Residential",2055,0
"Atlantis_00A","ID","DS",2014,0
"Atlantis_00A","ID","DS",2015,0
"Atlantis_00A","ID","DS",2016,0
"Atlantis_00A","ID","DS",2017,0
"Atlantis_00A","ID","DS",2018,0
"Atlantis_00A","ID","DS",2019,0
"Atlantis_00A","ID","DS",2020,0
"Atlantis_00A","ID","DS",2021,0
"Atlantis_00A","ID","DS",2022,0
"Atlantis_00A","ID","DS",2023,0
"Atlantis_00A","ID","DS",2024,0
"Atlantis_00A","ID","DS",2025,0
"Atlantis_00A","ID","DS",2026,0
"Atlantis_00A","ID","DS",2027,0
"Atlantis_00A","ID","DS",2028,0
"Atlantis_00A","ID","DS",2029,0
"Atlantis_00A","ID","DS",2030,0
"Atlantis_00A","ID","DS",2031,0
"Atlantis_00A","ID","DS",2032,0
"Atlantis_00A","ID","DS",2033,0
"Atlantis_00A","ID","DS",2034,0
"Atlantis_00A","ID","DS",2035,0
"Atlantis_00A","ID","DS",2036,0
"Atlantis_00A","ID","DS",2037,0
"Atlantis_00A","ID","DS",2038,0
"Atlantis_00A","ID","DS",2039,0
"Atlantis_00A","ID","DS",2040,0
"Atlantis_00A","ID","DS",2041,0
"Atlantis_00A","ID","DS",2042,0
"Atlantis_00A","ID","DS",2043,0
"Atlantis_00A","ID","DS",2044,0
"Atlantis_00A","ID","DS",2045,0
"Atlantis_00A","ID","DS",2046,0
"Atlantis_00A","ID","DS",2047,0
"Atlantis_00A","ID","DS",2048,0
"Atlantis_00A","ID","DS",2049,0
"Atlantis_00A","ID","DS",2050,0
"Atlantis_00A","ID","DS",2051,0
"Atlantis_00A","ID","DS",2052,0
"Atlantis_00A","ID","DS",2053,0
"Atlantis_00A","ID","DS",2054,0
"Atlantis_00A","ID","DS",2055,0
"Atlantis_00A","ID","DS_Distribution",2014,0
"Atlantis_00A","ID","DS_Distribution",2015,0
"Atlantis_00A","ID","DS_Distribution",2016,0
"Atlantis_00A","ID","DS_Distribution",2017,0
"Atlantis_00A","ID","DS_Distribution",2018,0
"Atlantis_00A","ID","DS_Distribution",2019,0
"Atlantis_00A","ID","DS_Distribution",2020,0
"Atlantis_00A","ID","DS_Distribution",2021,0
"Atlantis_00A","ID","DS_Distribution",2022,0
"Atlantis_00A","ID","DS_Distribution",2023,0
"Atlantis_00A","ID","DS_Distribution",2024,0
"Atlantis_00A","ID","DS_Distribution",2025,0
"Atlantis_00A","ID","DS_Distribution",2026,0
"Atlantis_00A","ID","DS_Distribution",2027,0
"Atlantis_00A","ID","DS_Distribution",2028,0
"Atlantis_00A","ID","DS_Distribution",2029,0
"Atlantis_00A","ID","DS_Distribution",2030,0
"Atlantis_00A","ID","DS_Distribution",2031,0
"Atlantis_00A","ID","DS_Distribution",2032,0
"Atlantis_00A","ID","DS_Distribution",2033,0
"Atlantis_00A","ID","DS_Distribution",2034,0
"Atlantis_00A","ID","DS_Distribution",2035,0
"Atlantis_00A","ID","DS_Distribution",2036,0
"Atlantis_00A","ID","DS_Distribution",2037,0
"Atlantis_00A","ID","DS_Distribution",2038,0
"Atlantis_00A","ID","DS_Distribution",2039,0
"Atlantis_00A","ID","DS_Distribution",2040,0
"Atlantis_00A","ID","DS_Distribution",2041,0
"Atlantis_00A","ID","DS_Distribution",2042,0
"Atlantis_00A","ID","DS_Distribution",2043,0
"Atlantis_00A","ID","DS_Distribution",2044,0
"Atlantis_00A","ID","DS_Distribution",2045,0
"Atlantis_00A","ID","DS_Distribution",2046,0
"Atlantis_00A","ID","DS_Distribution",2047,0
"Atlantis_00A","ID","DS_Distribution",2048,0
"Atlantis_00A","ID","DS_Distribution",2049,0
"Atlantis_00A","ID","DS_Distribution",2050,0
"Atlantis_00A","ID","DS_Distribution",2051,0
"Atlantis_00A","ID","DS_Distribution",2052,0
"Atlantis_00A","ID","DS_Distribution",2053,0
"Atlantis_00A","ID","DS_Distribution",2054,0
"Atlantis_00A","ID","DS_Distribution",2055,0
"Atlantis_00A","ID","DS_Industry",2014,0
"Atlantis_00A","ID","DS_Industry",2015,0
"Atlantis_00A","ID","DS_Industry",2016,0
"Atlantis_00A","ID","DS_Industry",2017,0
"Atlantis_00A","ID","DS_Industry",2018,0
"Atlantis_00A","ID","DS_Industry",2019,0
"Atlantis_00A","ID","DS_Industry",2020,0
"Atlantis_00A","ID","DS_Industry",2021,0
"Atlantis_00A","ID","DS_Industry",2022,0
"Atlantis_00A","ID","DS_Industry",2023,0
"Atlantis_00A","ID","DS_Industry",2024,0
"Atlantis_00A","ID","DS_Industry",2025,0
"Atlantis_00A","ID","DS_Industry",2026,0
"Atlantis_00A","ID","DS_Industry",2027,0
"Atlantis_00A","ID","DS_Industry",2028,0
"Atlantis_00A","ID","DS_Industry",2029,0
"Atlantis_00A","ID","DS_Industry",2030,0
"Atlantis_00A","ID","DS_Industry",2031,0
"Atlantis_00A","ID","DS_Industry",2032,0
"Atlantis_00A","ID","DS_Industry",2033,0
"Atlantis_00A","ID","DS_Industry",2034,0
"Atlantis_00A","ID","DS_Industry",2035,0
"Atlantis_00A","ID","DS_Industry",2036,0
"Atlantis_00A","ID","DS_Industry",2037,0
"Atlantis_00A","ID","DS_Industry",2038,0
"Atlantis_00A","ID","DS_Industry",2039,0
"Atlantis_00A","ID","DS_Industry",2040,0
"Atlantis_00A","ID","DS_Industry",2041,0
"Atlantis_00A","ID","DS_Industry",2042,0
"Atlantis_00A","ID","DS_Industry",2043,0
"Atlantis_00A","ID","DS_Industry",2044,0
"Atlantis_00A","ID","DS_Industry",2045,0
"Atlantis_00A","ID","DS_Industry",2046,0
"Atlantis_00A","ID","DS_Industry",2047,0
"Atlantis_00A","ID","DS_Industry",2048,0
"Atlantis_00A","ID","DS_Industry",2049,0
"Atlantis_00A","ID","DS_Industry",2050,0
"Atlantis_00A","ID","DS_Industry",2051,0
"Atlantis_00A","ID","DS_Industry",2052,0
"Atlantis_00A","ID","DS_Industry",2053,0
"Atlantis_00A","ID","DS_Industry",2054,0
"Atlantis_00A","ID","DS_Industry",2055,0
"Atlantis_00A","ID","DS_Others",2014,0
"Atlantis_00A","ID","DS_Others",2015,0
"Atlantis_00A","ID","DS_Others",2016,0
"Atlantis_00A","ID","DS_Others",2017,0
"Atlantis_00A","ID","DS_Others",2018,0
"Atlantis_00A","ID","DS_Others",2019,0
"Atlantis_00A","ID","DS_Others",2020,0
"Atlantis_00A","ID","DS_Others",2021,0
"Atlantis_00A","ID","DS_Others",2022,0
"Atlantis_00A","ID","DS_Others",2023,0
"Atlantis_00A","ID","DS_Others",2024,0
"Atlantis_00A","ID","DS_Others",2025,0
"Atlantis_00A","ID","DS_Others",2026,0
"Atlantis_00A","ID","DS_Others",2027,0
"Atlantis_00A","ID","DS_Others",2028,0
"Atlantis_00A","ID","DS_Others",2029,0
"Atlantis_00A","ID","DS_Others",2030,0
"Atlantis_00A","ID","DS_Others",2031,0
"Atlantis_00A","ID","DS_Others",2032,0
"Atlantis_00A","ID","DS_Others",2033,0
"Atlantis_00A","ID","DS_Others",2034,0
"Atlantis_00A","ID","DS_Others",2035,0
"Atlantis_00A","ID","DS_Others",2036,0
"Atlantis_00A","ID","DS_Others",2037,0
"Atlantis_00A","ID","DS_Others",2038,0
"Atlantis_00A","ID","DS_Others",2039,0
"Atlantis_00A","ID","DS_Others",2040,0
"Atlantis_00A","ID","DS_Others",2041,0
"Atlantis_00A","ID","DS_Others",2042,0
"Atlantis_00A","ID","DS_Others",2043,0
"Atlantis_00A","ID","DS_Others",2044,0
"Atlantis_00A","ID","DS_Others",2045,0
"Atlantis_00A","ID","DS_Others",2046,0
"Atlantis_00A","ID","DS_Others",2047,0
"Atlantis_00A","ID","DS_Others",2048,0
"Atlantis_00A","ID","DS_Others",2049,0
"Atlantis_00A","ID","DS_Others",2050,0
"Atlantis_00A","ID","DS_Others",2051,0
"Atlantis_00A","ID","DS_Others",2052,0
"Atlantis_00A","ID","DS_Others",2053,0
"Atlantis_00A","ID","DS_Others",2054,0
"Atlantis_00A","ID","DS_Others",2055,0
"Atlantis_00A","ID","DS_Transport",2014,0
"Atlantis_00A","ID","DS_Transport",2015,0
"Atlantis_00A","ID","DS_Transport",2016,0
"Atlantis_00A","ID","DS_Transport",2017,0
"Atlantis_00A","ID","DS_Transport",2018,0
"Atlantis_00A","ID","DS_Transport",2019,0
"Atlantis_00A","ID","DS_Transport",2020,0
"Atlantis_00A","ID","DS_Transport",2021,0
"Atlantis_00A","ID","DS_Transport",2022,0
"Atlantis_00A","ID","DS_Transport",2023,0
"Atlantis_00A","ID","DS_Transport",2024,0
"Atlantis_00A","ID","DS_Transport",2025,0
"Atlantis_00A","ID","DS_Transport",2026,0
"Atlantis_00A","ID","DS_Transport",2027,0
"Atlantis_00A","ID","DS_Transport",2028,0
"Atlantis_00A","ID","DS_Transport",2029,0
"Atlantis_00A","ID","DS_Transport",2030,0
"Atlantis_00A","ID","DS_Transport",2031,0
"Atlantis_00A","ID","DS_Transport",2032,0
"Atlantis_00A","ID","DS_Transport",2033,0
"Atlantis_00A","ID","DS_Transport",2034,0
"Atlantis_00A","ID","DS_Transport",2035,0
"Atlantis_00A","ID","DS_Transport",2036,0
"Atlantis_00A","ID","DS_Transport",2037,0
"Atlantis_00A","ID","DS_Transport",2038,0
"Atlantis_00A","ID","DS_Transport",2039,0
"Atlantis_00A","ID","DS_Transport",2040,0
"Atlantis_00A","ID","DS_Transport",2041,0
"Atlantis_00A","ID","DS_Transport",2042,0
"Atlantis_00A","ID","DS_Transport",2043,0
"Atlantis_00A","ID","DS_Transport",2044,0
"Atlantis_00A","ID","DS_Transport",2045,0
"Atlantis_00A","ID","DS_Transport",2046,0
"Atlantis_00A","ID","DS_Transport",2047,0
"Atlantis_00A","ID","DS_Transport",2048,0
"Atlantis_00A","ID","DS_Transport",2049,0
"Atlantis_00A","ID","DS_Transport",2050,0
"Atlantis_00A","ID","DS_Transport",2051,0
"Atlantis_00A","ID","DS_Transport",2052,0
"Atlantis_00A","ID","DS_Transport",2053,0
"Atlantis_00A","ID","DS_Transport",2054,0
"Atlantis_00A","ID","DS_Transport",2055,0
"Atlantis_00A","ID","EL_Distribution",2014,0
"Atlantis_00A","ID","EL_Distribution",2015,0
"Atlantis_00A","ID","EL_Distribution",2016,0
"Atlantis_00A","ID","EL_Distribution",2017,0
"Atlantis_00A","ID","EL_Distribution",2018,0
"Atlantis_00A","ID","EL_Distribution",2019,0
"Atlantis_00A","ID","EL_Distribution",2020,0
"Atlantis_00A","ID","EL_Distribution",2021,0
"Atlantis_00A","ID","EL_Distribution",2022,0
"Atlantis_00A","ID","EL_Distribution",2023,0
"Atlantis_00A","ID","EL_Distribution",2024,0
"Atlantis_00A","ID","EL_Distribution",2025,0
"Atlantis_00A","ID","EL_Distribution",2026,0
"Atlantis_00A","ID","EL_Distribution",2027,0
"Atlantis_00A","ID","EL_Distribution",2028,0
"Atlantis_00A","ID","EL_Distribution",2029,0
"Atlantis_00A","ID","EL_Distribution",2030,0
"Atlantis_00A","ID","EL_Distribution",2031,0
"Atlantis_00A","ID","EL_Distribution",2032,0
"Atlantis_00A","ID","EL_Distribution",2033,0
"Atlantis_00A","ID","EL_Distribution",2034,0
"Atlantis_00A","ID","EL_Distribution",2035,0
"Atlantis_00A","ID","EL_Distribution",2036,0
"Atlantis_00A","ID","EL_Distribution",2037,0
"Atlantis_00A","ID","EL_Distribution",2038,0
"Atlantis_00A","ID","EL_Distribution",2039,0
"Atlantis_00A","ID","EL_Distribution",2040,0
"Atlantis_00A","ID","EL_Distribution",2041,0
"Atlantis_00A","ID","EL_Distribution",2042,0
"Atlantis_00A","ID","EL_Distribution",2043,0
"Atlantis_00A","ID","EL_Distribution",2044,0
"Atlantis_00A","ID","EL_Distribution",2045,0
"Atlantis_00A","ID","EL_Distribution",2046,0
"Atlantis_00A","ID","EL_Distribution",2047,0
"Atlantis_00A","ID","EL_Distribution",2048,0
"Atlantis_00A","ID","EL_Distribution",2049,0
"Atlantis_00A","ID","EL_Distribution",2050,0
"Atlantis_00A","ID","EL_Distribution",2051,0
"Atlantis_00A","ID","EL_Distribution",2052,0
"Atlantis_00A","ID","EL_Distribution",2053,0
"Atlantis_00A","ID","EL_Distribution",2054,0
"Atlantis_00A","ID","EL_Distribution",2055,0
"Atlantis_00A","ID","EL_Industry",2014,1.815
"Atlantis_00A","ID","EL_Industry",2015,1.9
"Atlantis_00A","ID","EL_Industry",2016,1.92
"Atlantis_00A","ID","EL_Industry",2017,1.9375
"Atlantis_00A","ID","EL_Industry",2018,1.8625
"Atlantis_00A","ID","EL_Industry",2019,1.9375
"Atlantis_00A","ID","EL_Industry",2020,1.67
"Atlantis_00A","ID","EL_Industry",2021,1.9775
"Atlantis_00A","ID","EL_Industry",2022,2.02
"Atlantis_00A","ID","EL_Industry",2023,2.0625
"Atlantis_00A","ID","EL_Industry",2024,2.1025
"Atlantis_00A","ID","EL_Industry",2025,2.145
"Atlantis_00A","ID","EL_Industry",2026,2.655
"Atlantis_00A","ID","EL_Industry",2027,3.17
"Atlantis_00A","ID","EL_Industry",2028,3.68
"Atlantis_00A","ID","EL_Industry",2029,4.1925
"Atlantis_00A","ID","EL_Industry",2030,4.7025
"Atlantis_00A","ID","EL_Industry",2031,5.2175
"Atlantis_00A","ID","EL_Industry",2032,5.7275
"Atlantis_00A","ID","EL_Industry",2033,6.2375
"Atlantis_00A","ID","EL_Industry",2034,6.75
"Atlantis_00A","ID","EL_Industry",2035,7.2625
"Atlantis_00A","ID","EL_Industry",2036,7.775
"Atlantis_00A","ID","EL_Industry",2037,8.285
"Atlantis_00A","ID","EL_Industry",2038,8.8
"Atlantis_00A","ID","EL_Industry",2039,9.31
"Atlantis_00A","ID","EL_Industry",2040,9.82
"Atlantis_00A","ID","EL_Industry",2041,10.3325
"Atlantis_00A","ID","EL_Industry",2042,10.845
"Atlantis_00A","ID","EL_Industry",2043,11.3575
"Atlantis_00A","ID","EL_Industry",2044,11.8675
"Atlantis_00A","ID","EL_Industry",2045,12.3825
"Atlantis_00A","ID","EL_Industry",2046,12.8925
"Atlantis_00A","ID","EL_Industry",2047,13.4025
"Atlantis_00A","ID","EL_Industry",2048,13.915
"Atlantis_00A","ID","EL_Industry",2049,14.4275
"Atlantis_00A","ID","EL_Industry",2050,14.94
"Atlantis_00A","ID","EL_Industry",2051,15.45
"Atlantis_00A","ID","EL_Industry",2052,15.9625
"Atlantis_00A","ID","EL_Industry",2053,16.475
"Atlantis_00A","ID","EL_Industry",2054,16.985
"Atlantis_00A","ID","EL_Industry",2055,17.4975
"Atlantis_00A","ID","EL_Others",2014,0.74
"Atlantis_00A","ID","EL_Others",2015,0.7875
"Atlantis_00A","ID","EL_Others",2016,0.8125
"Atlantis_00A","ID","EL_Others",2017,0.8125
"Atlantis_00A","ID","EL_Others",2018,0.775
"Atlantis_00A","ID","EL_Others",2019,0.7675
"Atlantis_00A","ID","EL_Others",2020,0.7125
"Atlantis_00A","ID","EL_Others",2021,0.9525
"Atlantis_00A","ID","EL_Others",2022,0.965
"Atlantis_00A","ID","EL_Others",2023,0.9775
"Atlantis_00A","ID","EL_Others",2024,0.99
"Atlantis_00A","ID","EL_Others",2025,1.0025
"Atlantis_00A","ID","EL_Others",2026,1.0725
"Atlantis_00A","ID","EL_Others",2027,1.1425
"Atlantis_00A","ID","EL_Others",2028,1.215
"Atlantis_00A","ID","EL_Others",2029,1.285
"Atlantis_00A","ID","EL_Others",2030,1.355
"Atlantis_00A","ID","EL_Others",2031,1.425
"Atlantis_00A","ID","EL_Others",2032,1.495
"Atlantis_00A","ID","EL_Others",2033,1.565
"Atlantis_00A","ID","EL_Others",2034,1.6375
"Atlantis_00A","ID","EL_Others",2035,1.7075
"Atlantis_00A","ID","EL_Others",2036,1.7775
"Atlantis_00A","ID","EL_Others",2037,1.8475
"Atlantis_00A","ID","EL_Others",2038,1.9175
"Atlantis_00A","ID","EL_Others",2039,1.99
"Atlantis_00A","ID","EL_Others",2040,2.06
"Atlantis_00A","ID","EL_Others",2041,2.1325
"Atlantis_00A","ID","EL_Others",2042,2.2025
"Atlantis_00A","ID","EL_Others",2043,2.2725
"Atlantis_00A","ID","EL_Others",2044,2.3425
"Atlantis_00A","ID","EL_Others",2045,2.4125
"Atlantis_00A","ID","EL_Others",2046,2.485
"Atlantis_00A","ID","EL_Others",2047,2.555
"Atlantis_00A","ID","EL_Others",2048,2.625
"Atlantis_00A","ID","EL_Others",2049,2.695
"Atlantis_00A","ID","EL_Others",2050,2.765
"Atlantis_00A","ID","EL_Others",2051,2.8375
"Atlantis_00A","ID","EL_Others",2052,2.9075
"Atlantis_00A","ID","EL_Others",2053,2.9775
"Atlantis_00A","ID","EL_Others",2054,3.0475
"Atlantis_00A","ID","EL_Others",2055,3.1175
"Atlantis_00A","ID","EL_Residential",2014,2.525
"Atlantis_00A","ID","EL_Residential",2015,2.6925
"Atlantis_00A","ID","EL_Residential",2016,2.8425
"Atlantis_00A","ID","EL_Residential",2017,2.9025
"Atlantis_00A","ID","EL_Residential",2018,2.9875
"Atlantis_00A","ID","EL_Residential",2019,3.0625
"Atlantis_00A","ID","EL_Residential",2020,3.28
"Atlantis_00A","ID","EL_Residential",2021,3.275
"Atlantis_00A","ID","EL_Residential",2022,3.3975
"Atlantis_00A","ID","EL_Residential",2023,3.48
"Atlantis_00A","ID","EL_Residential",2024,3.5625
"Atlantis_00A","ID","EL_Residential",2025,3.6475
"Atlantis_00A","ID","EL_Residential",2026,4.1675
"Atlantis_00A","ID","EL_Residential",2027,4.69
"Atlantis_00A","ID","EL_Residential",2028,5.21
"Atlantis_00A","ID","EL_Residential",2029,5.7325
"Atlantis_00A","ID","EL_Residential",2030,6.2525
"Atlantis_00A","ID","EL_Residential",2031,6.775
"Atlantis_00A","ID","EL_Residential",2032,7.295
"Atlantis_00A","ID","EL_Residential",2033,7.8175
"Atlantis_00A","ID","EL_Residential",2034,8.34
"Atlantis_00A","ID","EL_Residential",2035,8.86
"Atlantis_00A","ID","EL_Residential",2036,9.38
"Atlantis_00A","ID","EL_Residential",2037,9.9025
"Atlantis_00A","ID","EL_Residential",2038,10.425
"Atlantis_00A","ID","EL_Residential",2039,10.945
"Atlantis_00A","ID","EL_Residential",2040,11.465
"Atlantis_00A","ID","EL_Residential",2041,11.9875
"Atlantis_00A","ID","EL_Residential",2042,12.51
"Atlantis_00A","ID","EL_Residential",2043,13.03
"Atlantis_00A","ID","EL_Residential",2044,13.55
"Atlantis_00A","ID","EL_Residential",2045,14.0725
"Atlantis_00A","ID","EL_Residential",2046,14.595
"Atlantis_00A","ID","EL_Residential",2047,15.115
"Atlantis_00A","ID","EL_Residential",2048,15.635
"Atlantis_00A","ID","EL_Residential",2049,16.1575
"Atlantis_00A","ID","EL_Residential",2050,16.68
"Atlantis_00A","ID","EL_Residential",2051,17.2
"Atlantis_00A","ID","EL_Residential",2052,17.7225
"Atlantis_00A","ID","EL_Residential",2053,18.2425
"Atlantis_00A","ID","EL_Residential",2054,18.765
"Atlantis_00A","ID","EL_Residential",2055,19.285
"Atlantis_00A","ID","EL_Services",2014,1.5725
"Atlantis_00A","ID","EL_Services",2015,1.7
"Atlantis_00A","ID","EL_Services",2016,1.8
"Atlantis_00A","ID","EL_Services",2017,1.8725
"Atlantis_00A","ID","EL_Services",2018,1.96
"Atlantis_00A","ID","EL_Services",2019,2.0175
"Atlantis_00A","ID","EL_Services",2020,1.85
"Atlantis_00A","ID","EL_Services",2021,2.1525
"Atlantis_00A","ID","EL_Services",2022,2.21
"Atlantis_00A","ID","EL_Services",2023,2.27
"Atlantis_00A","ID","EL_Services",2024,2.3325
